Tag,Document Path,Document Length,Time taken for tests,Complete requests,Failed requests,Concurrency Level,Total transferred,Requests per second (mean),Transfer rate,Time per request
"Docker+SDN+Encrypted","/ping/10","10","2.041","1000","0","50","165000","490.05","78.96","2.041"
"Docker+SDN+Encrypted","/ping/10","10","2.755","1000","0","50","165000","362.98","58.49","2.755"
"Docker+SDN+Encrypted","/ping/10","10","2.201","1000","0","50","165000","454.27","73.20","2.201"
"Docker+SDN+Encrypted","/ping/10","10","2.021","1000","0","50","165000","494.75","79.72","2.021"
"Docker+SDN+Encrypted","/ping/10","10","2.007","1000","0","50","165000","498.37","80.30","2.007"
"Docker+SDN+Encrypted","/ping/10","10","2.125","1000","0","50","165000","470.56","75.82","2.125"
"Docker+SDN+Encrypted","/ping/10","10","2.518","1000","0","50","165000","397.07","63.98","2.518"
"Docker+SDN+Encrypted","/ping/10","10","2.097","1000","0","50","165000","476.90","76.84","2.097"
"Docker+SDN+Encrypted","/ping/10","10","2.032","1000","0","50","165000","492.01","79.28","2.032"
"Docker+SDN+Encrypted","/ping/10","10","2.651","1000","0","50","165000","377.28","60.79","2.651"
"Docker+SDN+Encrypted","/ping/50","50","2.004","1000","0","50","205000","498.89","99.88","2.004"
"Docker+SDN+Encrypted","/ping/50","50","2.182","1000","0","50","205000","458.31","91.75","2.182"
"Docker+SDN+Encrypted","/ping/50","50","2.063","1000","0","50","205000","484.64","97.02","2.063"
"Docker+SDN+Encrypted","/ping/50","50","2.602","1000","0","50","205000","384.36","76.95","2.602"
"Docker+SDN+Encrypted","/ping/50","50","2.557","1000","0","50","205000","391.03","78.28","2.557"
"Docker+SDN+Encrypted","/ping/50","50","2.081","1000","0","50","205000","480.64","96.22","2.081"
"Docker+SDN+Encrypted","/ping/50","50","2.641","1000","0","50","205000","378.59","75.79","2.641"
"Docker+SDN+Encrypted","/ping/50","50","2.118","1000","0","50","205000","472.13","94.52","2.118"
"Docker+SDN+Encrypted","/ping/50","50","2.563","1000","0","50","205000","390.18","78.11","2.563"
"Docker+SDN+Encrypted","/ping/50","50","1.966","1000","0","50","205000","508.54","101.81","1.966"
"Docker+SDN+Encrypted","/ping/100","100","2.039","1000","0","50","255000","490.38","122.12","2.039"
"Docker+SDN+Encrypted","/ping/100","100","2.081","1000","0","50","255000","480.61","119.68","2.081"
"Docker+SDN+Encrypted","/ping/100","100","2.167","1000","0","50","255000","461.57","114.94","2.167"
"Docker+SDN+Encrypted","/ping/100","100","2.766","1000","0","50","255000","361.60","90.05","2.766"
"Docker+SDN+Encrypted","/ping/100","100","2.039","1000","0","50","255000","490.51","122.15","2.039"
"Docker+SDN+Encrypted","/ping/100","100","2.699","1000","0","50","255000","370.49","92.26","2.699"
"Docker+SDN+Encrypted","/ping/100","100","2.872","1000","0","50","255000","348.23","86.72","2.872"
"Docker+SDN+Encrypted","/ping/100","100","2.131","1000","0","50","255000","469.24","116.85","2.131"
"Docker+SDN+Encrypted","/ping/100","100","2.661","1000","0","50","255000","375.73","93.57","2.661"
"Docker+SDN+Encrypted","/ping/100","100","2.302","1000","0","50","255000","434.42","108.18","2.302"
"Docker+SDN+Encrypted","/ping/500","500","2.368","1000","0","50","655000","422.25","270.09","2.368"
"Docker+SDN+Encrypted","/ping/500","500","2.177","1000","0","50","655000","459.32","293.80","2.177"
"Docker+SDN+Encrypted","/ping/500","500","2.089","1000","0","50","655000","478.68","306.19","2.089"
"Docker+SDN+Encrypted","/ping/500","500","2.103","1000","0","50","655000","475.47","304.13","2.103"
"Docker+SDN+Encrypted","/ping/500","500","2.391","1000","0","50","655000","418.21","267.50","2.391"
"Docker+SDN+Encrypted","/ping/500","500","2.224","1000","0","50","655000","449.67","287.63","2.224"
"Docker+SDN+Encrypted","/ping/500","500","2.279","1000","0","50","655000","438.80","280.68","2.279"
"Docker+SDN+Encrypted","/ping/500","500","2.032","1000","0","50","655000","492.21","314.84","2.032"
"Docker+SDN+Encrypted","/ping/500","500","2.102","1000","0","50","655000","475.81","304.35","2.102"
"Docker+SDN+Encrypted","/ping/500","500","2.097","1000","0","50","655000","476.88","305.04","2.097"
"Docker+SDN+Encrypted","/ping/1000","1000","2.129","1000","0","50","1155000","469.61","529.68","2.129"
"Docker+SDN+Encrypted","/ping/1000","1000","2.230","1000","0","50","1155000","448.52","505.90","2.230"
"Docker+SDN+Encrypted","/ping/1000","1000","2.322","1000","0","50","1155000","430.63","485.72","2.322"
"Docker+SDN+Encrypted","/ping/1000","1000","2.341","1000","0","50","1155000","427.17","481.81","2.341"
"Docker+SDN+Encrypted","/ping/1000","1000","2.599","1000","0","50","1155000","384.69","433.90","2.599"
"Docker+SDN+Encrypted","/ping/1000","1000","2.209","1000","0","50","1155000","452.72","510.64","2.209"
"Docker+SDN+Encrypted","/ping/1000","1000","2.166","1000","0","50","1155000","461.60","520.65","2.166"
"Docker+SDN+Encrypted","/ping/1000","1000","2.191","1000","0","50","1155000","456.37","514.75","2.191"
"Docker+SDN+Encrypted","/ping/1000","1000","2.402","1000","0","50","1155000","416.33","469.60","2.402"
"Docker+SDN+Encrypted","/ping/1000","1000","2.864","1000","0","50","1155000","349.11","393.77","2.864"
"Docker+SDN+Encrypted","/ping/5000","5000","2.764","1000","0","50","5155000","361.77","1821.23","2.764"
"Docker+SDN+Encrypted","/ping/5000","5000","3.572","1000","0","50","5155000","279.95","1409.34","3.572"
"Docker+SDN+Encrypted","/ping/5000","5000","2.749","1000","0","50","5155000","363.82","1831.53","2.749"
"Docker+SDN+Encrypted","/ping/5000","5000","3.014","1000","0","50","5155000","331.84","1670.54","3.014"
"Docker+SDN+Encrypted","/ping/5000","5000","3.662","1000","0","50","5155000","273.08","1374.71","3.662"
"Docker+SDN+Encrypted","/ping/5000","5000","2.680","1000","0","50","5155000","373.11","1878.31","2.680"
"Docker+SDN+Encrypted","/ping/5000","5000","2.706","1000","0","50","5155000","369.48","1860.05","2.706"
"Docker+SDN+Encrypted","/ping/5000","5000","2.833","1000","0","50","5155000","353.04","1777.26","2.833"
"Docker+SDN+Encrypted","/ping/5000","5000","2.645","1000","0","50","5155000","378.02","1903.04","2.645"
"Docker+SDN+Encrypted","/ping/5000","5000","2.862","1000","0","50","5155000","349.36","1758.73","2.862"
"Docker+SDN+Encrypted","/ping/10000","10000","3.438","1000","0","50","10155000","290.83","2884.15","3.438"
"Docker+SDN+Encrypted","/ping/10000","10000","3.804","1000","0","50","10155000","262.85","2606.68","3.804"
"Docker+SDN+Encrypted","/ping/10000","10000","3.333","1000","0","50","10155000","300.06","2975.72","3.333"
"Docker+SDN+Encrypted","/ping/10000","10000","3.341","1000","0","50","10155000","299.30","2968.15","3.341"
"Docker+SDN+Encrypted","/ping/10000","10000","4.211","1000","0","50","10155000","237.48","2355.08","4.211"
"Docker+SDN+Encrypted","/ping/10000","10000","3.267","1000","0","50","10155000","306.06","3035.17","3.267"
"Docker+SDN+Encrypted","/ping/10000","10000","3.762","1000","0","50","10155000","265.84","2636.35","3.762"
"Docker+SDN+Encrypted","/ping/10000","10000","3.290","1000","0","50","10155000","303.96","3014.39","3.290"
"Docker+SDN+Encrypted","/ping/10000","10000","3.349","1000","0","50","10155000","298.62","2961.45","3.349"
"Docker+SDN+Encrypted","/ping/10000","10000","3.343","1000","0","50","10155000","299.15","2966.65","3.343"
"Docker+SDN+Encrypted","/ping/50000","50000","7.711","1000","0","50","50155000","129.69","6352.07","7.711"
"Docker+SDN+Encrypted","/ping/50000","50000","9.178","1000","0","50","50155000","108.96","5336.68","9.178"
"Docker+SDN+Encrypted","/ping/50000","50000","8.516","1000","0","50","50155000","117.43","5751.64","8.516"
"Docker+SDN+Encrypted","/ping/50000","50000","8.833","1000","0","50","50155000","113.21","5544.75","8.833"
"Docker+SDN+Encrypted","/ping/50000","50000","8.456","1000","0","50","50155000","118.25","5791.96","8.456"
"Docker+SDN+Encrypted","/ping/50000","50000","8.634","1000","0","50","50155000","115.83","5673.12","8.634"
"Docker+SDN+Encrypted","/ping/50000","50000","8.600","1000","0","50","50155000","116.28","5695.37","8.600"
"Docker+SDN+Encrypted","/ping/50000","50000","7.564","1000","0","50","50155000","132.20","6475.16","7.564"
"Docker+SDN+Encrypted","/ping/50000","50000","7.384","1000","0","50","50155000","135.43","6633.10","7.384"
"Docker+SDN+Encrypted","/ping/50000","50000","7.375","1000","0","50","50155000","135.60","6641.52","7.375"
"Docker+SDN+Encrypted","/ping/100000","100000","15.024","1000","0","50","100155000","66.56","6510.01","15.024"
"Docker+SDN+Encrypted","/ping/100000","100000","14.981","1000","0","50","100155000","66.75","6528.75","14.981"
"Docker+SDN+Encrypted","/ping/100000","100000","15.108","1000","0","50","100155000","66.19","6473.82","15.108"
"Docker+SDN+Encrypted","/ping/100000","100000","15.010","1000","0","50","100155000","66.62","6516.16","15.010"
"Docker+SDN+Encrypted","/ping/100000","100000","15.039","1000","0","50","100155000","66.49","6503.39","15.039"
"Docker+SDN+Encrypted","/ping/100000","100000","15.198","1000","0","50","100155000","65.80","6435.52","15.198"
"Docker+SDN+Encrypted","/ping/100000","100000","15.269","1000","0","50","100155000","65.49","6405.69","15.269"
"Docker+SDN+Encrypted","/ping/100000","100000","13.829","1000","0","50","100155000","72.31","7072.83","13.829"
"Docker+SDN+Encrypted","/ping/100000","100000","15.311","1000","0","50","100155000","65.31","6388.25","15.311"
"Docker+SDN+Encrypted","/ping/100000","100000","15.186","1000","0","50","100155000","65.85","6440.80","15.186"
"Docker+SDN+Encrypted","/ping/500000","500000","67.142","1000","0","50","500155000","14.89","7274.59","67.142"
"Docker+SDN+Encrypted","/ping/500000","500000","67.405","1000","0","50","500155000","14.84","7246.19","67.405"
"Docker+SDN+Encrypted","/ping/500000","500000","66.157","1000","0","50","500155000","15.12","7382.94","66.157"
"Docker+SDN+Encrypted","/ping/500000","500000","65.999","1000","0","50","500155000","15.15","7400.62","65.999"
"Docker+SDN+Encrypted","/ping/500000","500000","67.158","1000","0","50","500155000","14.89","7272.88","67.158"
"Docker+SDN+Encrypted","/ping/500000","500000","66.417","1000","0","50","500155000","15.06","7354.01","66.417"
"Docker+SDN+Encrypted","/ping/500000","500000","66.802","1000","0","50","500155000","14.97","7311.62","66.802"
"Docker+SDN+Encrypted","/ping/500000","500000","66.249","1000","0","50","500155000","15.09","7372.70","66.249"
"Docker+SDN+Encrypted","/ping/500000","500000","66.940","1000","0","50","500155000","14.94","7296.60","66.940"
"Docker+SDN+Encrypted","/ping/500000","500000","66.280","1000","0","50","500155000","15.09","7369.23","66.280"
"Docker+SDN+Encrypted","/ping/1000000","1000000","112.876","1000","0","50","1000155000","8.86","8652.99","112.876"
"Docker+SDN+Encrypted","/ping/1000000","1000000","112.479","1000","0","50","1000155000","8.89","8683.53","112.479"
"Docker+SDN+Encrypted","/ping/1000000","1000000","114.290","1000","0","50","1000155000","8.75","8545.95","114.290"
"Docker+SDN+Encrypted","/ping/1000000","1000000","114.047","1000","0","50","1000155000","8.77","8564.14","114.047"
"Docker+SDN+Encrypted","/ping/1000000","1000000","112.678","1000","0","50","1000155000","8.87","8668.21","112.678"
"Docker+SDN+Encrypted","/ping/1000000","1000000","112.906","1000","0","50","1000155000","8.86","8650.65","112.906"
"Docker+SDN+Encrypted","/ping/1000000","1000000","113.238","1000","0","50","1000155000","8.83","8625.33","113.238"
"Docker+SDN+Encrypted","/ping/1000000","1000000","112.533","1000","0","50","1000155000","8.89","8679.35","112.533"
"Docker+SDN+Encrypted","/ping/1000000","1000000","113.031","1000","0","50","1000155000","8.85","8641.14","113.031"
"Docker+SDN+Encrypted","/ping/1000000","1000000","113.607","1000","0","50","1000155000","8.80","8597.34","113.607"
"Docker+SDN","/ping/10","10","4.276","1000","0","50","165000","233.88","37.69","4.276"
"Docker+SDN","/ping/10","10","3.126","1000","0","50","165000","319.93","51.55","3.126"
"Docker+SDN","/ping/10","10","2.703","1000","0","50","165000","369.91","59.61","2.703"
"Docker+SDN","/ping/10","10","2.446","1000","0","50","165000","408.86","65.88","2.446"
"Docker+SDN","/ping/10","10","2.190","1000","0","50","165000","456.57","73.57","2.190"
"Docker+SDN","/ping/10","10","2.184","1000","0","50","165000","457.82","73.77","2.184"
"Docker+SDN","/ping/10","10","2.093","1000","0","50","165000","477.69","76.97","2.093"
"Docker+SDN","/ping/10","10","2.175","1000","0","50","165000","459.75","74.08","2.175"
"Docker+SDN","/ping/10","10","2.091","1000","0","50","165000","478.13","77.04","2.091"
"Docker+SDN","/ping/10","10","2.111","1000","0","50","165000","473.79","76.34","2.111"
"Docker+SDN","/ping/50","50","2.811","1000","0","50","205000","355.80","71.23","2.811"
"Docker+SDN","/ping/50","50","1.985","1000","0","50","205000","503.65","100.83","1.985"
"Docker+SDN","/ping/50","50","2.219","1000","0","50","205000","450.66","90.22","2.219"
"Docker+SDN","/ping/50","50","2.029","1000","0","50","205000","492.80","98.66","2.029"
"Docker+SDN","/ping/50","50","1.968","1000","0","50","205000","508.05","101.71","1.968"
"Docker+SDN","/ping/50","50","1.963","1000","0","50","205000","509.33","101.97","1.963"
"Docker+SDN","/ping/50","50","2.525","1000","0","50","205000","396.09","79.30","2.525"
"Docker+SDN","/ping/50","50","1.988","1000","0","50","205000","503.08","100.71","1.988"
"Docker+SDN","/ping/50","50","1.978","1000","0","50","205000","505.65","101.23","1.978"
"Docker+SDN","/ping/50","50","2.218","1000","0","50","205000","450.86","90.26","2.218"
"Docker+SDN","/ping/100","100","2.389","1000","0","50","255000","418.55","104.23","2.389"
"Docker+SDN","/ping/100","100","2.790","1000","0","50","255000","358.38","89.25","2.790"
"Docker+SDN","/ping/100","100","2.056","1000","0","50","255000","486.31","121.10","2.056"
"Docker+SDN","/ping/100","100","2.511","1000","0","50","255000","398.22","99.17","2.511"
"Docker+SDN","/ping/100","100","2.445","1000","0","50","255000","409.01","101.85","2.445"
"Docker+SDN","/ping/100","100","2.254","1000","0","50","255000","443.68","110.49","2.254"
"Docker+SDN","/ping/100","100","2.157","1000","0","50","255000","463.55","115.43","2.157"
"Docker+SDN","/ping/100","100","1.969","1000","0","50","255000","507.81","126.46","1.969"
"Docker+SDN","/ping/100","100","2.116","1000","0","50","255000","472.59","117.69","2.116"
"Docker+SDN","/ping/100","100","2.839","1000","0","50","255000","352.21","87.71","2.839"
"Docker+SDN","/ping/500","500","2.128","1000","0","50","655000","469.90","300.57","2.128"
"Docker+SDN","/ping/500","500","2.108","1000","0","50","655000","474.29","303.38","2.108"
"Docker+SDN","/ping/500","500","1.987","1000","0","50","655000","503.32","321.95","1.987"
"Docker+SDN","/ping/500","500","2.022","1000","0","50","655000","494.63","316.39","2.022"
"Docker+SDN","/ping/500","500","2.100","1000","0","50","655000","476.21","304.61","2.100"
"Docker+SDN","/ping/500","500","1.992","1000","0","50","655000","502.11","321.18","1.992"
"Docker+SDN","/ping/500","500","2.169","1000","0","50","655000","460.97","294.86","2.169"
"Docker+SDN","/ping/500","500","2.317","1000","0","50","655000","431.62","276.09","2.317"
"Docker+SDN","/ping/500","500","2.033","1000","0","50","655000","491.90","314.64","2.033"
"Docker+SDN","/ping/500","500","2.019","1000","0","50","655000","495.28","316.81","2.019"
"Docker+SDN","/ping/1000","1000","2.090","1000","0","50","1155000","478.36","539.55","2.090"
"Docker+SDN","/ping/1000","1000","2.072","1000","0","50","1155000","482.58","544.32","2.072"
"Docker+SDN","/ping/1000","1000","2.100","1000","0","50","1155000","476.10","537.00","2.100"
"Docker+SDN","/ping/1000","1000","2.127","1000","0","50","1155000","470.12","530.26","2.127"
"Docker+SDN","/ping/1000","1000","2.934","1000","0","50","1155000","340.82","384.42","2.934"
"Docker+SDN","/ping/1000","1000","2.213","1000","0","50","1155000","451.95","509.77","2.213"
"Docker+SDN","/ping/1000","1000","2.296","1000","0","50","1155000","435.57","491.29","2.296"
"Docker+SDN","/ping/1000","1000","2.839","1000","0","50","1155000","352.21","397.26","2.839"
"Docker+SDN","/ping/1000","1000","2.175","1000","0","50","1155000","459.84","518.66","2.175"
"Docker+SDN","/ping/1000","1000","2.139","1000","0","50","1155000","467.45","527.25","2.139"
"Docker+SDN","/ping/5000","5000","2.604","1000","0","50","5155000","384.01","1933.18","2.604"
"Docker+SDN","/ping/5000","5000","2.589","1000","0","50","5155000","386.32","1944.82","2.589"
"Docker+SDN","/ping/5000","5000","2.532","1000","0","50","5155000","394.95","1988.27","2.532"
"Docker+SDN","/ping/5000","5000","2.677","1000","0","50","5155000","373.59","1880.73","2.677"
"Docker+SDN","/ping/5000","5000","2.533","1000","0","50","5155000","394.75","1987.25","2.533"
"Docker+SDN","/ping/5000","5000","2.651","1000","0","50","5155000","377.17","1898.72","2.651"
"Docker+SDN","/ping/5000","5000","2.820","1000","0","50","5155000","354.61","1785.18","2.820"
"Docker+SDN","/ping/5000","5000","3.076","1000","0","50","5155000","325.09","1636.57","3.076"
"Docker+SDN","/ping/5000","5000","2.535","1000","0","50","5155000","394.55","1986.23","2.535"
"Docker+SDN","/ping/5000","5000","2.578","1000","0","50","5155000","387.92","1952.86","2.578"
"Docker+SDN","/ping/10000","10000","3.258","1000","0","50","10155000","306.93","3043.79","3.258"
"Docker+SDN","/ping/10000","10000","3.234","1000","0","50","10155000","309.20","3066.38","3.234"
"Docker+SDN","/ping/10000","10000","3.081","1000","0","50","10155000","324.54","3218.51","3.081"
"Docker+SDN","/ping/10000","10000","3.282","1000","0","50","10155000","304.74","3022.09","3.282"
"Docker+SDN","/ping/10000","10000","3.261","1000","0","50","10155000","306.68","3041.30","3.261"
"Docker+SDN","/ping/10000","10000","3.340","1000","0","50","10155000","299.42","2969.31","3.340"
"Docker+SDN","/ping/10000","10000","3.133","1000","0","50","10155000","319.15","3164.99","3.133"
"Docker+SDN","/ping/10000","10000","3.166","1000","0","50","10155000","315.88","3132.62","3.166"
"Docker+SDN","/ping/10000","10000","3.238","1000","0","50","10155000","308.79","3062.24","3.238"
"Docker+SDN","/ping/10000","10000","3.202","1000","0","50","10155000","312.34","3097.50","3.202"
"Docker+SDN","/ping/50000","50000","6.803","1000","0","50","50155000","146.99","7199.34","6.803"
"Docker+SDN","/ping/50000","50000","6.776","1000","0","50","50155000","147.58","7228.20","6.776"
"Docker+SDN","/ping/50000","50000","7.532","1000","0","50","50155000","132.77","6502.87","7.532"
"Docker+SDN","/ping/50000","50000","6.772","1000","0","50","50155000","147.67","7232.98","6.772"
"Docker+SDN","/ping/50000","50000","6.954","1000","0","50","50155000","143.80","7043.30","6.954"
"Docker+SDN","/ping/50000","50000","6.878","1000","0","50","50155000","145.39","7121.14","6.878"
"Docker+SDN","/ping/50000","50000","7.487","1000","0","50","50155000","133.57","6542.15","7.487"
"Docker+SDN","/ping/50000","50000","6.926","1000","0","50","50155000","144.39","7072.29","6.926"
"Docker+SDN","/ping/50000","50000","6.847","1000","0","50","50155000","146.06","7153.72","6.847"
"Docker+SDN","/ping/50000","50000","6.884","1000","0","50","50155000","145.27","7115.46","6.884"
"Docker+SDN","/ping/100000","100000","15.168","1000","0","50","100155000","65.93","6448.22","15.168"
"Docker+SDN","/ping/100000","100000","15.237","1000","0","50","100155000","65.63","6418.93","15.237"
"Docker+SDN","/ping/100000","100000","14.848","1000","0","50","100155000","67.35","6587.07","14.848"
"Docker+SDN","/ping/100000","100000","14.301","1000","0","50","100155000","69.93","6839.33","14.301"
"Docker+SDN","/ping/100000","100000","15.053","1000","0","50","100155000","66.43","6497.43","15.053"
"Docker+SDN","/ping/100000","100000","15.113","1000","0","50","100155000","66.17","6471.67","15.113"
"Docker+SDN","/ping/100000","100000","15.109","1000","0","50","100155000","66.19","6473.57","15.109"
"Docker+SDN","/ping/100000","100000","14.910","1000","0","50","100155000","67.07","6559.76","14.910"
"Docker+SDN","/ping/100000","100000","15.082","1000","0","50","100155000","66.31","6485.16","15.082"
"Docker+SDN","/ping/100000","100000","15.059","1000","0","50","100155000","66.41","6495.16","15.059"
"Docker+SDN","/ping/500000","500000","68.455","1000","0","50","500155000","14.61","7135.08","68.455"
"Docker+SDN","/ping/500000","500000","67.116","1000","0","50","500155000","14.90","7277.41","67.116"
"Docker+SDN","/ping/500000","500000","65.417","1000","0","50","500155000","15.29","7466.47","65.417"
"Docker+SDN","/ping/500000","500000","66.220","1000","0","50","500155000","15.10","7375.86","66.220"
"Docker+SDN","/ping/500000","500000","65.883","1000","0","50","500155000","15.18","7413.64","65.883"
"Docker+SDN","/ping/500000","500000","66.913","1000","0","50","500155000","14.94","7299.49","66.913"
"Docker+SDN","/ping/500000","500000","66.936","1000","0","50","500155000","14.94","7297.05","66.936"
"Docker+SDN","/ping/500000","500000","65.958","1000","0","50","500155000","15.16","7405.23","65.958"
"Docker+SDN","/ping/500000","500000","66.720","1000","0","50","500155000","14.99","7320.67","66.720"
"Docker+SDN","/ping/500000","500000","66.466","1000","0","50","500155000","15.05","7348.55","66.466"
"Docker+SDN","/ping/1000000","1000000","113.361","1000","0","50","1000155000","8.82","8615.93","113.361"
"Docker+SDN","/ping/1000000","1000000","112.440","1000","0","50","1000155000","8.89","8686.57","112.440"
"Docker+SDN","/ping/1000000","1000000","112.297","1000","0","50","1000155000","8.90","8697.58","112.297"
"Docker+SDN","/ping/1000000","1000000","112.481","1000","0","50","1000155000","8.89","8683.38","112.481"
"Docker+SDN","/ping/1000000","1000000","112.465","1000","0","50","1000155000","8.89","8684.61","112.465"
"Docker+SDN","/ping/1000000","1000000","112.625","1000","0","50","1000155000","8.88","8672.27","112.625"
"Docker+SDN","/ping/1000000","1000000","112.350","1000","0","50","1000155000","8.90","8693.46","112.350"
"Docker+SDN","/ping/1000000","1000000","112.878","1000","0","50","1000155000","8.86","8652.79","112.878"
"Docker+SDN","/ping/1000000","1000000","112.481","1000","0","50","1000155000","8.89","8683.41","112.481"
"Docker+SDN","/ping/1000000","1000000","113.561","1000","0","50","1000155000","8.81","8600.76","113.561"
"Reference","/ping/10","10","2.883","1000","0","50","165000","346.90","55.90","2.883"
"Reference","/ping/10","10","1.811","1000","0","50","165000","552.18","88.97","1.811"
"Reference","/ping/10","10","1.378","1000","0","50","165000","725.74","116.94","1.378"
"Reference","/ping/10","10","1.250","1000","0","50","165000","800.25","128.95","1.250"
"Reference","/ping/10","10","1.204","1000","0","50","165000","830.28","133.79","1.204"
"Reference","/ping/10","10","1.148","1000","0","50","165000","871.23","140.38","1.148"
"Reference","/ping/10","10","1.148","1000","0","50","165000","871.07","140.36","1.148"
"Reference","/ping/10","10","1.150","1000","0","50","165000","869.64","140.13","1.150"
"Reference","/ping/10","10","1.151","1000","0","50","165000","868.77","139.99","1.151"
"Reference","/ping/10","10","1.130","1000","0","50","165000","885.01","142.60","1.130"
"Reference","/ping/10","10","1.125","1000","0","50","165000","888.69","143.20","1.125"
"Reference","/ping/10","10","1.128","1000","0","50","165000","886.18","142.79","1.128"
"Reference","/ping/10","10","1.122","1000","0","50","165000","891.55","143.66","1.122"
"Reference","/ping/10","10","1.128","1000","0","50","165000","886.35","142.82","1.128"
"Reference","/ping/10","10","1.120","1000","0","50","165000","892.49","143.81","1.120"
"Reference","/ping/10","10","1.137","1000","0","50","165000","879.63","141.74","1.137"
"Reference","/ping/10","10","1.128","1000","0","50","165000","886.26","142.81","1.128"
"Reference","/ping/10","10","1.098","1000","0","50","165000","910.71","146.74","1.098"
"Reference","/ping/10","10","1.125","1000","0","50","165000","888.79","143.21","1.125"
"Reference","/ping/10","10","1.138","1000","0","50","165000","878.95","141.63","1.138"
"Reference","/ping/50","50","1.115","1000","0","50","205000","897.06","179.59","1.115"
"Reference","/ping/50","50","1.133","1000","0","50","205000","882.51","176.67","1.133"
"Reference","/ping/50","50","1.125","1000","0","50","205000","889.05","177.98","1.125"
"Reference","/ping/50","50","1.138","1000","0","50","205000","878.70","175.91","1.138"
"Reference","/ping/50","50","1.115","1000","0","50","205000","896.74","179.52","1.115"
"Reference","/ping/50","50","1.101","1000","0","50","205000","907.91","181.76","1.101"
"Reference","/ping/50","50","1.093","1000","0","50","205000","914.79","183.14","1.093"
"Reference","/ping/50","50","1.110","1000","0","50","205000","901.13","180.40","1.110"
"Reference","/ping/50","50","1.110","1000","0","50","205000","900.64","180.30","1.110"
"Reference","/ping/50","50","1.130","1000","0","50","205000","885.33","177.24","1.130"
"Reference","/ping/50","50","1.130","1000","0","50","205000","885.25","177.22","1.130"
"Reference","/ping/50","50","1.107","1000","0","50","205000","902.97","180.77","1.107"
"Reference","/ping/50","50","1.131","1000","0","50","205000","884.24","177.02","1.131"
"Reference","/ping/50","50","1.116","1000","0","50","205000","896.43","179.46","1.116"
"Reference","/ping/50","50","1.096","1000","0","50","205000","912.49","182.68","1.096"
"Reference","/ping/50","50","1.111","1000","0","50","205000","899.76","180.13","1.111"
"Reference","/ping/50","50","1.124","1000","0","50","205000","889.64","178.10","1.124"
"Reference","/ping/50","50","1.117","1000","0","50","205000","895.30","179.23","1.117"
"Reference","/ping/50","50","1.129","1000","0","50","205000","885.45","177.26","1.129"
"Reference","/ping/50","50","1.122","1000","0","50","205000","891.00","178.37","1.122"
"Reference","/ping/100","100","1.124","1000","0","50","255000","889.77","221.57","1.124"
"Reference","/ping/100","100","1.136","1000","0","50","255000","879.98","219.14","1.136"
"Reference","/ping/100","100","1.108","1000","0","50","255000","902.87","224.84","1.108"
"Reference","/ping/100","100","1.125","1000","0","50","255000","889.05","221.40","1.125"
"Reference","/ping/100","100","1.122","1000","0","50","255000","891.57","222.02","1.122"
"Reference","/ping/100","100","1.129","1000","0","50","255000","885.94","220.62","1.129"
"Reference","/ping/100","100","1.134","1000","0","50","255000","881.60","219.54","1.134"
"Reference","/ping/100","100","1.120","1000","0","50","255000","892.65","222.29","1.120"
"Reference","/ping/100","100","1.134","1000","0","50","255000","881.96","219.63","1.134"
"Reference","/ping/100","100","1.131","1000","0","50","255000","884.40","220.24","1.131"
"Reference","/ping/100","100","1.136","1000","0","50","255000","879.94","219.13","1.136"
"Reference","/ping/100","100","1.123","1000","0","50","255000","890.25","221.69","1.123"
"Reference","/ping/100","100","1.120","1000","0","50","255000","892.86","222.34","1.120"
"Reference","/ping/100","100","1.087","1000","0","50","255000","919.84","229.06","1.087"
"Reference","/ping/100","100","1.116","1000","0","50","255000","896.25","223.19","1.116"
"Reference","/ping/100","100","1.101","1000","0","50","255000","907.94","226.10","1.101"
"Reference","/ping/100","100","1.092","1000","0","50","255000","915.55","227.99","1.092"
"Reference","/ping/100","100","1.090","1000","0","50","255000","917.61","228.51","1.090"
"Reference","/ping/100","100","1.103","1000","0","50","255000","906.39","225.71","1.103"
"Reference","/ping/100","100","1.114","1000","0","50","255000","897.33","223.46","1.114"
"Reference","/ping/500","500","1.116","1000","0","50","655000","896.10","573.19","1.116"
"Reference","/ping/500","500","1.113","1000","0","50","655000","898.74","574.88","1.113"
"Reference","/ping/500","500","1.145","1000","0","50","655000","873.52","558.75","1.145"
"Reference","/ping/500","500","1.139","1000","0","50","655000","878.07","561.66","1.139"
"Reference","/ping/500","500","1.158","1000","0","50","655000","863.89","552.59","1.158"
"Reference","/ping/500","500","1.163","1000","0","50","655000","859.48","549.76","1.163"
"Reference","/ping/500","500","1.150","1000","0","50","655000","869.32","556.06","1.150"
"Reference","/ping/500","500","1.133","1000","0","50","655000","882.85","564.71","1.133"
"Reference","/ping/500","500","1.139","1000","0","50","655000","877.73","561.44","1.139"
"Reference","/ping/500","500","1.133","1000","0","50","655000","882.76","564.66","1.133"
"Reference","/ping/500","500","1.121","1000","0","50","655000","892.13","570.65","1.121"
"Reference","/ping/500","500","1.133","1000","0","50","655000","882.64","564.58","1.133"
"Reference","/ping/500","500","1.125","1000","0","50","655000","888.79","568.51","1.125"
"Reference","/ping/500","500","1.144","1000","0","50","655000","873.84","558.95","1.144"
