Tag,Document Path,Document Length,Time taken for tests,Complete requests,Failed requests,Concurrency Level,Total transferred,Requests per second (mean),Transfer rate,Time per request
"Docker+SDN+Encrypted","/ping/20","20","2.277","1000","0","50","175000","439.17","75.05","2.277"
"Docker+SDN+Encrypted","/ping/30","30","1.778","1000","0","50","185000","562.41","101.61","1.778"
"Docker+SDN+Encrypted","/ping/40","40","1.733","1000","0","50","195000","577.18","109.91","1.733"
"Docker+SDN+Encrypted","/ping/50","50","1.742","1000","0","50","205000","574.06","114.92","1.742"
"Docker+SDN+Encrypted","/ping/60","60","1.866","1000","0","50","215000","535.80","112.50","1.866"
"Docker+SDN+Encrypted","/ping/70","70","1.690","1000","0","50","225000","591.83","130.04","1.690"
"Docker+SDN+Encrypted","/ping/80","80","1.670","1000","0","50","235000","598.76","137.41","1.670"
"Docker+SDN+Encrypted","/ping/90","90","2.416","1000","0","50","245000","413.93","99.03","2.416"
"Docker+SDN+Encrypted","/ping/100","100","1.727","1000","0","50","255000","579.18","144.23","1.727"
"Docker+SDN+Encrypted","/ping/100","100","2.434","1000","0","50","255000","410.91","102.33","2.434"
"Docker+SDN+Encrypted","/ping/200","200","1.668","1000","0","50","355000","599.55","207.85","1.668"
"Docker+SDN+Encrypted","/ping/300","300","1.702","1000","0","50","455000","587.42","261.01","1.702"
"Docker+SDN+Encrypted","/ping/400","400","2.630","1000","0","50","555000","380.21","206.07","2.630"
"Docker+SDN+Encrypted","/ping/500","500","2.249","1000","0","50","655000","444.62","284.40","2.249"
"Docker+SDN+Encrypted","/ping/600","600","1.989","1000","0","50","755000","502.67","370.62","1.989"
"Docker+SDN+Encrypted","/ping/700","700","2.420","1000","0","50","855000","413.20","345.01","2.420"
"Docker+SDN+Encrypted","/ping/800","800","1.774","1000","0","50","955000","563.55","525.57","1.774"
"Docker+SDN+Encrypted","/ping/900","900","1.845","1000","0","50","1055000","541.99","558.39","1.845"
"Docker+SDN+Encrypted","/ping/1000","1000","1.764","1000","0","50","1155000","566.77","639.28","1.764"
"Docker+SDN+Encrypted","/ping/1000","1000","1.877","1000","0","50","1155000","532.66","600.80","1.877"
"Docker+SDN+Encrypted","/ping/2000","2000","2.896","1000","0","50","2155000","345.25","726.57","2.896"
"Docker+SDN+Encrypted","/ping/3000","3000","3.181","1000","0","50","3155000","314.39","968.64","3.181"
"Docker+SDN+Encrypted","/ping/4000","4000","3.140","1000","0","50","4155000","318.44","1292.10","3.140"
"Docker+SDN+Encrypted","/ping/5000","5000","3.445","1000","0","50","5155000","290.29","1461.39","3.445"
"Docker+SDN+Encrypted","/ping/6000","6000","3.217","1000","0","50","6155000","310.89","1868.68","3.217"
"Docker+SDN+Encrypted","/ping/7000","7000","3.682","1000","0","50","7155000","271.62","1897.92","3.682"
"Docker+SDN+Encrypted","/ping/8000","8000","3.502","1000","0","50","8155000","285.57","2274.25","3.502"
"Docker+SDN+Encrypted","/ping/9000","9000","3.862","1000","0","50","9155000","258.96","2315.18","3.862"
"Docker+SDN+Encrypted","/ping/10000","10000","3.660","1000","0","50","10155000","273.22","2709.48","3.660"
"Docker+SDN+Encrypted","/ping/10000","10000","4.255","1000","0","50","10155000","235.04","2330.87","4.255"
"Docker+SDN+Encrypted","/ping/20000","20000","5.207","1000","0","50","20155000","192.05","3780.08","5.207"
"Docker+SDN+Encrypted","/ping/30000","30000","6.559","1000","0","50","30155000","152.45","4489.50","6.559"
"Docker+SDN+Encrypted","/ping/40000","40000","7.680","1000","0","50","40155000","130.21","5105.96","7.680"
"Docker+SDN+Encrypted","/ping/50000","50000","13.927","1000","0","50","50155000","71.80","3516.81","13.927"
"Docker+SDN+Encrypted","/ping/60000","60000","10.433","1000","0","50","60155000","95.85","5630.77","10.433"
"Docker+SDN+Encrypted","/ping/70000","70000","12.565","1000","0","50","70155000","79.58","5452.35","12.565"
"Docker+SDN+Encrypted","/ping/80000","80000","13.485","1000","0","50","80155000","74.16","5804.91","13.485"
"Docker+SDN+Encrypted","/ping/90000","90000","17.697","1000","0","50","90155000","56.51","4975.11","17.697"
"Docker+SDN+Encrypted","/ping/100000","100000","16.637","1000","0","50","100155000","60.11","5878.90","16.637"
"Docker+SDN+Encrypted","/ping/100000","100000","16.615","1000","0","50","100155000","60.19","5886.62","16.615"
"Docker+SDN+Encrypted","/ping/200000","200000","29.526","1000","0","50","200155000","33.87","6620.14","29.526"
"Docker+SDN+Encrypted","/ping/300000","300000","45.258","1000","0","50","300155000","22.10","6476.70","45.258"
"Docker+SDN+Encrypted","/ping/400000","400000","62.197","1000","0","50","400155000","16.08","6282.89","62.197"
"Docker+SDN+Encrypted","/ping/500000","500000","70.970","1000","0","50","500155000","14.09","6882.19","70.970"
"Docker+SDN+Encrypted","/ping/10","10","1.808","1000","0","50","165000","553.08","89.12","1.808"
"Docker+SDN+Encrypted","/ping/20","20","1.898","1000","0","50","175000","526.91","90.05","1.898"
"Docker+SDN+Encrypted","/ping/30","30","2.137","1000","0","50","185000","468.03","84.56","2.137"
"Docker+SDN+Encrypted","/ping/40","40","1.813","1000","0","50","195000","551.42","105.01","1.813"
"Docker+SDN+Encrypted","/ping/50","50","1.930","1000","0","50","205000","518.10","103.72","1.930"
"Docker+SDN+Encrypted","/ping/60","60","1.805","1000","0","50","215000","554.03","116.32","1.805"
"Docker+SDN+Encrypted","/ping/70","70","2.230","1000","0","50","225000","448.42","98.53","2.230"
"Docker+SDN+Encrypted","/ping/80","80","1.850","1000","0","50","235000","540.56","124.05","1.850"
"Docker+SDN+Encrypted","/ping/90","90","1.836","1000","0","50","245000","544.71","130.33","1.836"
"Docker+SDN+Encrypted","/ping/100","100","1.842","1000","0","50","255000","542.78","135.16","1.842"
"Docker+SDN+Encrypted","/ping/100","100","1.764","1000","0","50","255000","566.74","141.13","1.764"
"Docker+SDN+Encrypted","/ping/200","200","1.748","1000","0","50","355000","571.98","198.29","1.748"
"Docker+SDN+Encrypted","/ping/300","300","1.759","1000","0","50","455000","568.45","252.58","1.759"
"Docker+SDN+Encrypted","/ping/400","400","1.870","1000","0","50","555000","534.63","289.76","1.870"
"Docker+SDN+Encrypted","/ping/500","500","2.430","1000","0","50","655000","411.44","263.18","2.430"
"Docker+SDN+Encrypted","/ping/600","600","2.010","1000","0","50","755000","497.60","366.88","2.010"
"Docker+SDN+Encrypted","/ping/700","700","2.859","1000","0","50","855000","349.77","292.04","2.859"
"Docker+SDN+Encrypted","/ping/800","800","1.843","1000","0","50","955000","542.56","506.00","1.843"
"Docker+SDN+Encrypted","/ping/900","900","2.343","1000","0","50","1055000","426.89","439.81","2.343"
"Docker+SDN+Encrypted","/ping/1000","1000","2.744","1000","0","50","1155000","364.39","411.00","2.744"
"Docker+SDN+Encrypted","/ping/1000","1000","2.622","1000","0","50","1155000","381.39","430.19","2.622"
"Docker+SDN+Encrypted","/ping/2000","2000","2.760","1000","0","50","2155000","362.29","762.45","2.760"
"Docker+SDN+Encrypted","/ping/3000","3000","2.514","1000","0","50","3155000","397.75","1225.48","2.514"
"Docker+SDN+Encrypted","/ping/4000","4000","3.076","1000","0","50","4155000","325.14","1319.30","3.076"
"Docker+SDN+Encrypted","/ping/5000","5000","2.614","1000","0","50","5155000","382.61","1926.10","2.614"
"Docker+SDN+Encrypted","/ping/6000","6000","3.329","1000","0","50","6155000","300.41","1805.71","3.329"
"Docker+SDN+Encrypted","/ping/7000","7000","3.355","1000","0","50","7155000","298.05","2082.55","3.355"
"Docker+SDN+Encrypted","/ping/8000","8000","3.716","1000","0","50","8155000","269.09","2142.97","3.716"
"Docker+SDN+Encrypted","/ping/9000","9000","4.222","1000","0","50","9155000","236.86","2117.59","4.222"
"Docker+SDN+Encrypted","/ping/10000","10000","4.172","1000","0","50","10155000","239.70","2377.11","4.172"
"Docker+SDN+Encrypted","/ping/10000","10000","3.981","1000","0","50","10155000","251.19","2491.03","3.981"
"Docker+SDN+Encrypted","/ping/20000","20000","5.324","1000","0","50","20155000","187.83","3697.08","5.324"
"Docker+SDN+Encrypted","/ping/30000","30000","6.486","1000","0","50","30155000","154.19","4540.61","6.486"
"Docker+SDN+Encrypted","/ping/40000","40000","8.436","1000","0","50","40155000","118.55","4648.66","8.436"
"Docker+SDN+Encrypted","/ping/50000","50000","9.846","1000","0","50","50155000","101.57","4974.68","9.846"
"Docker+SDN+Encrypted","/ping/60000","60000","10.489","1000","0","50","60155000","95.34","5600.87","10.489"
"Docker+SDN+Encrypted","/ping/70000","70000","11.916","1000","0","50","70155000","83.92","5749.55","11.916"
"Docker+SDN+Encrypted","/ping/80000","80000","13.333","1000","0","50","80155000","75.00","5870.70","13.333"
"Docker+SDN+Encrypted","/ping/90000","90000","16.386","1000","0","50","90155000","61.03","5373.03","16.386"
"Docker+SDN+Encrypted","/ping/100000","100000","15.479","1000","0","50","100155000","64.60","6318.78","15.479"
"Docker+SDN+Encrypted","/ping/100000","100000","16.645","1000","0","50","100155000","60.08","5876.24","16.645"
"Docker+SDN+Encrypted","/ping/200000","200000","29.555","1000","0","50","200155000","33.84","6613.60","29.555"
"Docker+SDN+Encrypted","/ping/300000","300000","43.541","1000","0","50","300155000","22.97","6732.07","43.541"
"Docker+SDN+Encrypted","/ping/400000","400000","59.642","1000","0","50","400155000","16.77","6552.07","59.642"
"Docker+SDN+Encrypted","/ping/500000","500000","71.308","1000","0","50","500155000","14.02","6849.61","71.308"
"Docker+SDN+Encrypted","/ping/10","10","2.810","1000","0","50","165000","355.89","57.35","2.810"
"Docker+SDN+Encrypted","/ping/20","20","1.907","1000","0","50","175000","524.41","89.62","1.907"
"Docker+SDN+Encrypted","/ping/30","30","1.821","1000","0","50","185000","549.08","99.20","1.821"
"Docker+SDN+Encrypted","/ping/40","40","1.855","1000","0","50","195000","539.10","102.66","1.855"
"Docker+SDN+Encrypted","/ping/50","50","1.736","1000","0","50","205000","576.16","115.34","1.736"
"Docker+SDN+Encrypted","/ping/60","60","1.739","1000","0","50","215000","575.04","120.74","1.739"
"Docker+SDN+Encrypted","/ping/70","70","2.160","1000","0","50","225000","463.06","101.75","2.160"
"Docker+SDN+Encrypted","/ping/80","80","1.737","1000","0","50","235000","575.58","132.09","1.737"
"Docker+SDN+Encrypted","/ping/90","90","1.723","1000","0","50","245000","580.29","138.84","1.723"
"Docker+SDN+Encrypted","/ping/100","100","1.825","1000","0","50","255000","547.84","136.43","1.825"
"Docker+SDN+Encrypted","/ping/100","100","2.272","1000","0","50","255000","440.19","109.62","2.272"
"Docker+SDN+Encrypted","/ping/200","200","1.732","1000","0","50","355000","577.52","200.22","1.732"
"Docker+SDN+Encrypted","/ping/300","300","1.750","1000","0","50","455000","571.52","253.95","1.750"
"Docker+SDN+Encrypted","/ping/400","400","1.732","1000","0","50","555000","577.30","312.89","1.732"
"Docker+SDN+Encrypted","/ping/500","500","2.349","1000","0","50","655000","425.64","272.26","2.349"
"Docker+SDN+Encrypted","/ping/600","600","1.837","1000","0","50","755000","544.22","401.26","1.837"
"Docker+SDN+Encrypted","/ping/700","700","2.399","1000","0","50","855000","416.81","348.02","2.399"
"Docker+SDN+Encrypted","/ping/800","800","2.112","1000","0","50","955000","473.57","441.66","2.112"
"Docker+SDN+Encrypted","/ping/900","900","2.674","1000","0","50","1055000","374.02","385.34","2.674"
"Docker+SDN+Encrypted","/ping/1000","1000","2.648","1000","0","50","1155000","377.69","426.01","2.648"
"Docker+SDN+Encrypted","/ping/1000","1000","1.730","1000","0","50","1155000","578.13","652.09","1.730"
"Docker+SDN+Encrypted","/ping/2000","2000","2.499","1000","0","50","2155000","400.19","842.19","2.499"
"Docker+SDN+Encrypted","/ping/3000","3000","2.668","1000","0","50","3155000","374.77","1154.68","2.668"
"Docker+SDN+Encrypted","/ping/4000","4000","3.017","1000","0","50","4155000","331.41","1344.74","3.017"
"Docker+SDN+Encrypted","/ping/5000","5000","2.489","1000","0","50","5155000","401.73","2022.39","2.489"
"Docker+SDN+Encrypted","/ping/6000","6000","3.175","1000","0","50","6155000","314.95","1893.08","3.175"
"Docker+SDN+Encrypted","/ping/7000","7000","3.315","1000","0","50","7155000","301.63","2107.61","3.315"
"Docker+SDN+Encrypted","/ping/8000","8000","3.701","1000","0","50","8155000","270.23","2152.08","3.701"
"Docker+SDN+Encrypted","/ping/9000","9000","4.610","1000","0","50","9155000","216.90","1939.19","4.610"
"Docker+SDN+Encrypted","/ping/10000","10000","5.027","1000","0","50","10155000","198.93","1972.84","5.027"
"Docker+SDN+Encrypted","/ping/10000","10000","4.225","1000","0","50","10155000","236.66","2346.94","4.225"
"Docker+SDN+Encrypted","/ping/20000","20000","5.286","1000","0","50","20155000","189.17","3723.37","5.286"
"Docker+SDN+Encrypted","/ping/30000","30000","7.164","1000","0","50","30155000","139.59","4110.57","7.164"
"Docker+SDN+Encrypted","/ping/40000","40000","8.179","1000","0","50","40155000","122.27","4794.52","8.179"
"Docker+SDN+Encrypted","/ping/50000","50000","9.633","1000","0","50","50155000","103.80","5084.31","9.633"
"Docker+SDN+Encrypted","/ping/60000","60000","14.021","1000","0","50","60155000","71.32","4189.65","14.021"
"Docker+SDN+Encrypted","/ping/70000","70000","12.300","1000","0","50","70155000","81.30","5569.82","12.300"
"Docker+SDN+Encrypted","/ping/80000","80000","15.185","1000","0","50","80155000","65.86","5154.91","15.185"
"Docker+SDN+Encrypted","/ping/90000","90000","19.187","1000","0","50","90155000","52.12","4588.57","19.187"
"Docker+SDN+Encrypted","/ping/100000","100000","16.342","1000","0","50","100155000","61.19","5984.96","16.342"
"Docker+SDN+Encrypted","/ping/100000","100000","17.129","1000","0","50","100155000","58.38","5710.03","17.129"
"Docker+SDN+Encrypted","/ping/200000","200000","29.678","1000","0","50","200155000","33.69","6586.15","29.678"
"Docker+SDN+Encrypted","/ping/300000","300000","48.672","1000","0","50","300155000","20.55","6022.30","48.672"
"Docker+SDN+Encrypted","/ping/400000","400000","72.889","1000","0","50","400155000","13.72","5361.27","72.889"
"Docker+SDN+Encrypted","/ping/500000","500000","69.958","1000","0","50","500155000","14.29","6981.78","69.958"
"Docker+SDN+Encrypted","/ping/10","10","1.751","1000","0","50","165000","571.03","92.01","1.751"
"Docker+SDN+Encrypted","/ping/20","20","2.309","1000","0","50","175000","433.14","74.02","2.309"
"Docker+SDN+Encrypted","/ping/30","30","1.831","1000","0","50","185000","546.16","98.67","1.831"
"Docker+SDN+Encrypted","/ping/40","40","2.474","1000","0","50","195000","404.16","76.96","2.474"
"Docker+SDN+Encrypted","/ping/50","50","2.156","1000","0","50","205000","463.89","92.87","2.156"
"Docker+SDN+Encrypted","/ping/60","60","2.199","1000","0","50","215000","454.77","95.48","2.199"
"Docker+SDN+Encrypted","/ping/70","70","1.764","1000","0","50","225000","566.89","124.56","1.764"
"Docker+SDN+Encrypted","/ping/80","80","1.879","1000","0","50","235000","532.28","122.16","1.879"
"Docker+SDN+Encrypted","/ping/90","90","2.541","1000","0","50","245000","393.62","94.18","2.541"
"Docker+SDN+Encrypted","/ping/100","100","1.750","1000","0","50","255000","571.41","142.29","1.750"
"Docker+SDN+Encrypted","/ping/100","100","1.904","1000","0","50","255000","525.30","130.81","1.904"
"Docker+SDN+Encrypted","/ping/200","200","2.482","1000","0","50","355000","402.92","139.68","2.482"
"Docker+SDN+Encrypted","/ping/300","300","2.268","1000","0","50","455000","440.88","195.90","2.268"
"Docker+SDN+Encrypted","/ping/400","400","1.796","1000","0","50","555000","556.92","301.85","1.796"
"Docker+SDN+Encrypted","/ping/500","500","1.789","1000","0","50","655000","558.89","357.49","1.789"
"Docker+SDN+Encrypted","/ping/600","600","1.887","1000","0","50","755000","529.86","390.67","1.887"
"Docker+SDN+Encrypted","/ping/700","700","2.668","1000","0","50","855000","374.80","312.94","2.668"
"Docker+SDN+Encrypted","/ping/800","800","1.761","1000","0","50","955000","567.72","529.47","1.761"
"Docker+SDN+Encrypted","/ping/900","900","1.906","1000","0","50","1055000","524.55","540.42","1.906"
"Docker+SDN+Encrypted","/ping/1000","1000","2.465","1000","0","50","1155000","405.73","457.63","2.465"
"Docker+SDN+Encrypted","/ping/1000","1000","1.820","1000","0","50","1155000","549.59","619.89","1.820"
"Docker+SDN+Encrypted","/ping/2000","2000","2.614","1000","0","50","2155000","382.59","805.17","2.614"
"Docker+SDN+Encrypted","/ping/3000","3000","2.999","1000","0","50","3155000","333.41","1027.24","2.999"
"Docker+SDN+Encrypted","/ping/4000","4000","2.542","1000","0","50","4155000","393.36","1596.11","2.542"
"Docker+SDN+Encrypted","/ping/5000","5000","3.360","1000","0","50","5155000","297.65","1498.41","3.360"
"Docker+SDN+Encrypted","/ping/6000","6000","3.101","1000","0","50","6155000","322.48","1938.34","3.101"
"Docker+SDN+Encrypted","/ping/7000","7000","3.535","1000","0","50","7155000","282.89","1976.65","3.535"
"Docker+SDN+Encrypted","/ping/8000","8000","3.390","1000","0","50","8155000","295.00","2349.33","3.390"
"Docker+SDN+Encrypted","/ping/9000","9000","4.037","1000","0","50","9155000","247.72","2214.74","4.037"
"Docker+SDN+Encrypted","/ping/10000","10000","4.369","1000","0","50","10155000","228.86","2269.62","4.369"
"Docker+SDN+Encrypted","/ping/10000","10000","4.341","1000","0","50","10155000","230.39","2284.76","4.341"
"Docker+SDN+Encrypted","/ping/20000","20000","5.190","1000","0","50","20155000","192.69","3792.66","5.190"
"Docker+SDN+Encrypted","/ping/30000","30000","6.866","1000","0","50","30155000","145.64","4288.78","6.866"
"Docker+SDN+Encrypted","/ping/40000","40000","8.252","1000","0","50","40155000","121.18","4752.13","8.252"
"Docker+SDN+Encrypted","/ping/50000","50000","9.610","1000","0","50","50155000","104.06","5096.60","9.610"
"Docker+SDN+Encrypted","/ping/60000","60000","12.174","1000","0","50","60155000","82.14","4825.40","12.174"
"Docker+SDN+Encrypted","/ping/70000","70000","12.322","1000","0","50","70155000","81.16","5560.03","12.322"
"Docker+SDN+Encrypted","/ping/80000","80000","15.099","1000","0","50","80155000","66.23","5184.18","15.099"
"Docker+SDN+Encrypted","/ping/90000","90000","15.310","1000","0","50","90155000","65.32","5750.65","15.310"
"Docker+SDN+Encrypted","/ping/100000","100000","21.461","1000","0","50","100155000","46.60","4557.43","21.461"
"Docker+SDN+Encrypted","/ping/100000","100000","18.292","1000","0","50","100155000","54.67","5347.07","18.292"
"Docker+SDN+Encrypted","/ping/200000","200000","36.501","1000","0","50","200155000","27.40","5355.01","36.501"
"Docker+SDN+Encrypted","/ping/300000","300000","43.203","1000","0","50","300155000","23.15","6784.77","43.203"
"Docker+SDN+Encrypted","/ping/400000","400000","56.512","1000","0","50","400155000","17.70","6914.90","56.512"
"Docker+SDN+Encrypted","/ping/500000","500000","72.994","1000","0","50","500155000","13.70","6691.42","72.994"
"Docker+SDN+Encrypted","/ping/10","10","1.697","1000","0","50","165000","589.24","94.95","1.697"
"Docker+SDN+Encrypted","/ping/20","20","1.770","1000","0","50","175000","564.95","96.55","1.770"
"Docker+SDN+Encrypted","/ping/30","30","2.090","1000","0","50","185000","478.38","86.43","2.090"
"Docker+SDN+Encrypted","/ping/40","40","1.810","1000","0","50","195000","552.50","105.21","1.810"
"Docker+SDN+Encrypted","/ping/50","50","1.943","1000","0","50","205000","514.69","103.04","1.943"
"Docker+SDN+Encrypted","/ping/60","60","1.753","1000","0","50","215000","570.61","119.81","1.753"
"Docker+SDN+Encrypted","/ping/70","70","2.204","1000","0","50","225000","453.80","99.71","2.204"
"Docker+SDN+Encrypted","/ping/80","80","1.724","1000","0","50","235000","579.89","133.08","1.724"
"Docker+SDN+Encrypted","/ping/90","90","2.059","1000","0","50","245000","485.71","116.21","2.059"
"Docker+SDN+Encrypted","/ping/100","100","1.690","1000","0","50","255000","591.85","147.38","1.690"
"Docker+SDN+Encrypted","/ping/100","100","1.658","1000","0","50","255000","603.07","150.18","1.658"
"Docker+SDN+Encrypted","/ping/200","200","1.743","1000","0","50","355000","573.62","198.86","1.743"
"Docker+SDN+Encrypted","/ping/300","300","1.737","1000","0","50","455000","575.67","255.79","1.737"
"Docker+SDN+Encrypted","/ping/400","400","1.840","1000","0","50","555000","543.61","294.63","1.840"
"Docker+SDN+Encrypted","/ping/500","500","1.849","1000","0","50","655000","540.71","345.86","1.849"
"Docker+SDN+Encrypted","/ping/600","600","1.884","1000","0","50","755000","530.86","391.41","1.884"
"Docker+SDN+Encrypted","/ping/700","700","1.715","1000","0","50","855000","582.94","486.73","1.715"
"Docker+SDN+Encrypted","/ping/800","800","2.430","1000","0","50","955000","411.53","383.80","2.430"
"Docker+SDN+Encrypted","/ping/900","900","2.727","1000","0","50","1055000","366.68","377.78","2.727"
"Docker+SDN+Encrypted","/ping/1000","1000","2.783","1000","0","50","1155000","359.37","405.34","2.783"
"Docker+SDN+Encrypted","/ping/1000","1000","1.708","1000","0","50","1155000","585.45","660.34","1.708"
"Docker+SDN+Encrypted","/ping/2000","2000","1.935","1000","0","50","2155000","516.80","1087.60","1.935"
"Docker+SDN+Encrypted","/ping/3000","3000","2.704","1000","0","50","3155000","369.77","1139.30","2.704"
"Docker+SDN+Encrypted","/ping/4000","4000","3.232","1000","0","50","4155000","309.36","1255.27","3.232"
"Docker+SDN+Encrypted","/ping/5000","5000","3.323","1000","0","50","5155000","300.96","1515.11","3.323"
"Docker+SDN+Encrypted","/ping/6000","6000","3.132","1000","0","50","6155000","319.25","1918.92","3.132"
"Docker+SDN+Encrypted","/ping/7000","7000","3.358","1000","0","50","7155000","297.84","2081.10","3.358"
"Docker+SDN+Encrypted","/ping/8000","8000","3.375","1000","0","50","8155000","296.27","2359.49","3.375"
"Docker+SDN+Encrypted","/ping/9000","9000","4.132","1000","0","50","9155000","241.99","2163.53","4.132"
"Docker+SDN+Encrypted","/ping/10000","10000","4.736","1000","0","50","10155000","211.17","2094.16","4.736"
"Docker+SDN+Encrypted","/ping/10000","10000","4.248","1000","0","50","10155000","235.38","2334.27","4.248"
"Docker+SDN+Encrypted","/ping/20000","20000","5.264","1000","0","50","20155000","189.98","3739.37","5.264"
"Docker+SDN+Encrypted","/ping/30000","30000","6.260","1000","0","50","30155000","159.75","4704.33","6.260"
"Docker+SDN+Encrypted","/ping/40000","40000","8.089","1000","0","50","40155000","123.63","4847.92","8.089"
"Docker+SDN+Encrypted","/ping/50000","50000","9.038","1000","0","50","50155000","110.64","5419.23","9.038"
"Docker+SDN+Encrypted","/ping/60000","60000","11.445","1000","0","50","60155000","87.38","5132.97","11.445"
"Docker+SDN+Encrypted","/ping/70000","70000","11.463","1000","0","50","70155000","87.24","5976.57","11.463"
"Docker+SDN+Encrypted","/ping/80000","80000","18.483","1000","0","50","80155000","54.10","4235.11","18.483"
"Docker+SDN+Encrypted","/ping/90000","90000","16.879","1000","0","50","90155000","59.25","5216.06","16.879"
"Docker+SDN+Encrypted","/ping/100000","100000","15.524","1000","0","50","100155000","64.42","6300.44","15.524"
"Docker+SDN+Encrypted","/ping/100000","100000","15.675","1000","0","50","100155000","63.79","6239.61","15.675"
"Docker+SDN+Encrypted","/ping/200000","200000","31.394","1000","0","50","200155000","31.85","6226.20","31.394"
"Docker+SDN+Encrypted","/ping/300000","300000","54.666","1000","0","50","300155000","18.29","5361.98","54.666"
"Docker+SDN+Encrypted","/ping/400000","400000","56.746","1000","0","50","400155000","17.62","6886.46","56.746"
"Docker+SDN+Encrypted","/ping/500000","500000","70.760","1000","0","50","500155000","14.13","6902.67","70.760"
"Docker+SDN+Encrypted","/ping/10","10","2.095","1000","0","50","165000","477.34","76.91","2.095"
"Docker+SDN+Encrypted","/ping/20","20","1.892","1000","0","50","175000","528.62","90.34","1.892"
"Docker+SDN+Encrypted","/ping/30","30","1.684","1000","0","50","185000","593.65","107.25","1.684"
"Docker+SDN+Encrypted","/ping/40","40","2.375","1000","0","50","195000","421.09","80.19","2.375"
"Docker+SDN+Encrypted","/ping/50","50","2.598","1000","0","50","205000","384.96","77.07","2.598"
"Docker+SDN+Encrypted","/ping/60","60","1.739","1000","0","50","215000","574.94","120.72","1.739"
"Docker+SDN+Encrypted","/ping/70","70","1.714","1000","0","50","225000","583.53","128.22","1.714"
"Docker+SDN+Encrypted","/ping/80","80","1.784","1000","0","50","235000","560.64","128.66","1.784"
"Docker+SDN+Encrypted","/ping/90","90","1.847","1000","0","50","245000","541.31","129.51","1.847"
"Docker+SDN+Encrypted","/ping/100","100","1.786","1000","0","50","255000","559.78","139.40","1.786"
"Docker+SDN+Encrypted","/ping/100","100","1.693","1000","0","50","255000","590.83","147.13","1.693"
"Docker+SDN+Encrypted","/ping/200","200","1.685","1000","0","50","355000","593.36","205.71","1.685"
"Docker+SDN+Encrypted","/ping/300","300","1.758","1000","0","50","455000","568.67","252.68","1.758"
"Docker+SDN+Encrypted","/ping/400","400","1.915","1000","0","50","555000","522.25","283.05","1.915"
"Docker+SDN+Encrypted","/ping/500","500","1.766","1000","0","50","655000","566.18","362.16","1.766"
"Docker+SDN+Encrypted","/ping/600","600","1.840","1000","0","50","755000","543.41","400.66","1.840"
"Docker+SDN+Encrypted","/ping/700","700","1.976","1000","0","50","855000","506.06","422.54","1.976"
"Docker+SDN+Encrypted","/ping/800","800","1.849","1000","0","50","955000","540.71","504.28","1.849"
"Docker+SDN+Encrypted","/ping/900","900","1.777","1000","0","50","1055000","562.76","579.80","1.777"
"Docker+SDN+Encrypted","/ping/1000","1000","2.577","1000","0","50","1155000","388.06","437.70","2.577"
"Docker+SDN+Encrypted","/ping/1000","1000","1.823","1000","0","50","1155000","548.45","618.61","1.823"
"Docker+SDN+Encrypted","/ping/2000","2000","2.264","1000","0","50","2155000","441.73","929.61","2.264"
"Docker+SDN+Encrypted","/ping/3000","3000","2.874","1000","0","50","3155000","347.98","1072.14","2.874"
"Docker+SDN+Encrypted","/ping/4000","4000","2.867","1000","0","50","4155000","348.79","1415.27","2.867"
"Docker+SDN+Encrypted","/ping/5000","5000","2.882","1000","0","50","5155000","346.99","1746.81","2.882"
"Docker+SDN+Encrypted","/ping/6000","6000","3.071","1000","0","50","6155000","325.62","1957.21","3.071"
"Docker+SDN+Encrypted","/ping/7000","7000","3.764","1000","0","50","7155000","265.71","1856.59","3.764"
"Docker+SDN+Encrypted","/ping/8000","8000","3.704","1000","0","50","8155000","269.98","2150.08","3.704"
"Docker+SDN+Encrypted","/ping/9000","9000","5.021","1000","0","50","9155000","199.15","1780.49","5.021"
"Docker+SDN+Encrypted","/ping/10000","10000","4.197","1000","0","50","10155000","238.28","2363.04","4.197"
"Docker+SDN+Encrypted","/ping/10000","10000","4.219","1000","0","50","10155000","237.02","2350.50","4.219"
"Docker+SDN+Encrypted","/ping/20000","20000","5.665","1000","0","50","20155000","176.54","3474.69","5.665"
"Docker+SDN+Encrypted","/ping/30000","30000","6.483","1000","0","50","30155000","154.24","4542.07","6.483"
"Docker+SDN+Encrypted","/ping/40000","40000","8.237","1000","0","50","40155000","121.40","4760.48","8.237"
"Docker+SDN+Encrypted","/ping/50000","50000","10.354","1000","0","50","50155000","96.58","4730.52","10.354"
"Docker+SDN+Encrypted","/ping/60000","60000","10.664","1000","0","50","60155000","93.78","5508.84","10.664"
"Docker+SDN+Encrypted","/ping/70000","70000","12.411","1000","0","50","70155000","80.58","5520.36","12.411"
"Docker+SDN+Encrypted","/ping/80000","80000","13.272","1000","0","50","80155000","75.35","5897.85","13.272"
"Docker+SDN+Encrypted","/ping/90000","90000","15.181","1000","0","50","90155000","65.87","5799.50","15.181"
"Docker+SDN+Encrypted","/ping/100000","100000","15.901","1000","0","50","100155000","62.89","6151.10","15.901"
"Docker+SDN+Encrypted","/ping/100000","100000","19.182","1000","0","50","100155000","52.13","5098.93","19.182"
"Docker+SDN+Encrypted","/ping/200000","200000","34.395","1000","0","50","200155000","29.07","5683.00","34.395"
